Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM),52 Week Range
BRRLY,Barry Callebaut AG,24.08,0,0.00%,"1,800",9,16.431B,39.13,
PPD,"PPD, Inc.",46.85,0.02,0.04%,"942,414",1.333M,16.459B,65.43,
IEX,IDEX Corporation,216.68,-0.55,-0.25%,"132,647","354,825",16.467B,39.55,
LLESF,Lendlease Group,7.98,-0.11,-1.36%,"1,144",180,16.48B,33.67,
LLESY,Lendlease Group,7.84,-0.09,-1.07%,424,"1,614",16.48B,33.08,
EXAS,Exact Sciences Corporation,96.02,-2.2,-2.24%,1.381M,1.317M,16.511B,N/A,
LBTYA,Liberty Global plc,29.71,0.09,0.30%,1.605M,1.359M,16.513B,1.64,
LBTYK,Liberty Global plc,29.72,0.15,0.51%,1.94M,2.324M,16.513B,1.64,
LBTYB,Liberty Global plc,30,0.04,0.13%,"1,042",182,16.513B,1.66,
BIP,Brookfield Infrastructure Partners L.P.,55.88,-0.07,-0.13%,"281,406","221,314",16.515B,39.97,
JBSAY,JBS S.A.,13.15,0.48,3.75%,"45,711","95,403",16.528B,6.58,
MTNOY,MTN Group Limited,8.98,-0.24,-2.60%,"48,787","29,220",16.551B,32.09,
AYALY,Ayala Corporation,15.85,0,0.00%,109,65,16.559B,27.57,
NUVCF,Nuvei Corporation,119,-4.52,-3.66%,"5,361","2,593",16.566B,"2,203.70",
MONRY,Moncler S.p.A.,64.45,3.75,6.18%,"2,289",136,16.58B,37.25,
KSU-P,Kansas City Southern,36.72,0,0.00%,7,304,16.606B,25.97,
FRC-PH,First Republic Bank,25.81,0.01,0.04%,"3,713","7,095",16.626B,3.71,
YZCAY,Yanzhou Coal Mining Company Limited,17.03,-1.8,-9.58%,"28,267","18,516",16.639B,6.81,
SOMLY,"SECOM CO., LTD.",18.83,-0.36,-1.90%,"22,814","34,580",16.645B,22.91,
FRC-PI,First Republic Bank,26.43,-0.12,-0.45%,"12,111","15,067",16.663B,3.8,
TTM,Tata Motors Limited,21.8,-0.27,-1.22%,1.897M,1.568M,16.694B,N/A,
CFG-PD,"Citizens Financial Group, Inc.",28.04,0,0.00%,"34,700","21,853",16.728B,6.26,
MTNOF,MTN Group Limited,9.3,0.1,1.09%,299,"7,168",16.731B,33.21,
MKTAY,Makita Corporation,61.16,-0.29,-0.47%,"9,508","12,874",16.737B,25.49,
BPYPP,Brookfield Property Partners L.P.,25.34,0.17,0.68%,"28,110","15,485",16.746B,N/A,
CG,The Carlyle Group Inc.,48.31,-0.36,-0.74%,1.42M,2.129M,17.247B,6.75,
LOGI,Logitech International S.A.,99.35,-0.73,-0.73%,"500,530","788,500",16.76B,16.1,
MOH,"Molina Healthcare, Inc.",287.64,4.9,1.73%,"313,813","275,147",16.798B,26.91,
MKL,Markel Corporation,"1,227.00",14.15,1.17%,"25,526","38,306",16.84B,6.48,
AJINY,"Ajinomoto Co., Inc.",30.64,-0.3,-0.95%,"5,476","16,907",16.866B,31.45,
PUBGY,Publicis Groupe S.A.,16.82,-0.19,-1.12%,"24,672","53,474",16.888B,16.56,
NPNYY,Nippon Yusen Kabushiki Kaisha,19.83,0.98,5.22%,"8,091","16,460",16.896B,6.65,
VDMCY,Vodacom Group Limited,9.93,-0.19,-1.88%,"8,773","13,653",16.901B,15.35,
WAB,Westinghouse Air Brake Technologies Corporation,89.41,0.02,0.02%,"626,039",1.063M,16.902B,37.57,
CE,Celanese Corporation,152.85,3.4,2.28%,"995,945","697,752",16.984B,7.01,
HLFFF,HelloFresh SE,98.03,-5.57,-5.38%,"1,011","1,393",17.013B,37.12,
GBLBY,Groupe Bruxelles Lambert SA,11.28,0,0.00%,1,"1,799",17.054B,43.59,
HEI,HEICO Corporation,134.7,2.09,1.58%,"354,057","271,788",17.069B,66.03,
HEI-A,HEICO Corporation,120.32,-0.18,-0.15%,"134,902","213,053",17.069B,58.98,
TXG,"10x Genomics, Inc.",154.16,-4.37,-2.76%,"449,098","599,230",17.094B,N/A,
JHX,James Hardie Industries plc,38.41,-0.99,-2.51%,"28,929","37,653",17.1B,45.73,
TKAYF,Just Eat Takeaway.com N.V.,80.75,0,0.00%,0,"6,574",17.129B,N/A,
TLSNY,Telia Company AB (publ),8.37,-0.09,-1.06%,"30,570","51,139",17.131B,32.19,
SWSDF,Swiss Life Holding AG,497.82,0,0.00%,33,23,17.138B,12.89,
TTWO,"Take-Two Interactive Software, Inc.",147.36,0.68,0.46%,1.024M,1.246M,17.17B,26.25,
CDAY,Ceridian HCM Holding Inc.,114.92,1.98,1.75%,1.345M,1.25M,17.222B,N/A,
EBKOF,Erste Group Bank AG,42.3,0,0.00%,80,"2,579",17.419B,12.09,
LSPD,Lightspeed Commerce Inc.,121.17,-2.64,-2.13%,"767,587","940,844",17.278B,N/A,
PBA,Pembina Pipeline Corporation,31.44,0,0.00%,"999,060","861,831",17.294B,N/A,
PFG,"Principal Financial Group, Inc.",64.45,0.23,0.36%,"896,941",1.084M,17.298B,11.21,
TLSNF,Telia Company AB (publ),4.2302,0,0.00%,"18,076","1,050",17.3B,N/A,
SHG,"Shinhan Financial Group Co., Ltd.",33.29,0.15,0.45%,"130,330","96,966",17.314B,5.17,
SURDF,"Sumitomo Realty & Development Co., Ltd.",36.37,0,0.00%,"1,349",74,17.338B,15.26,
CZAVF,"CEZ, a. s.",32.39,0,0.00%,"2,200",114,17.344B,N/A,
XNGSY,ENN Energy Holdings Limited,61.2,-6.08,-9.04%,"7,471","12,134",17.355B,15.22,
NUAN,"Nuance Communications, Inc.",55.22,0.03,0.05%,1.66M,3.287M,17.368B,N/A,
GBLBF,Groupe Bruxelles Lambert SA,113.75,0,0.00%,331,309,17.444B,43.95,
GDRX,"GoodRx Holdings, Inc.",44.13,-2.2,-4.75%,1.694M,1.746M,17.46B,N/A,
COIHF,Croda International Plc,125.18,0,0.00%,2,95,17.464B,50.15,
NWAU,"Consumer Automotive Finance, Inc.",0.01,0.009,900.00%,"120,250","63,648",17.503B,N/A,
LKREF,Link Real Estate Investment Trust,8.21,-0.5,-5.74%,"54,882","6,707",17.522B,110.95,
YMM,Full Truck Alliance Co. Ltd.,16.14,-0.64,-3.81%,1.419M,4.046M,17.526B,N/A,
HPE,Hewlett Packard Enterprise Company,13.41,-0.03,-0.22%,5.792M,8.624M,17.541B,17.15,
COIHY,Croda International Plc,62.88,0.77,1.24%,"4,153","2,712",17.546B,50.38,
KB,KB Financial Group Inc.,44.9,0.72,1.63%,"259,925","172,152",17.577B,5.03,
LSXMA,The Liberty SiriusXM Group,47.16,-0.44,-0.92%,"676,131","522,242",17.578B,N/A,
LSXMK,The Liberty SiriusXM Group,47.17,-0.49,-1.03%,"732,161","719,490",17.578B,N/A,
TGOPY,3i Group plc,9.01,-0.08,-0.86%,526,"5,631",17.597B,6.84,
CMS,CMS Energy Corporation,60.76,0.1,0.16%,"968,398",1.845M,17.599B,19.38,
BXP,"Boston Properties, Inc.",112.77,0.32,0.28%,"974,930","747,631",17.611B,58.25,
GPC,Genuine Parts Company,123.02,-0.38,-0.31%,"359,654","572,700",17.618B,21.98,
LU,Lufax Holding Ltd,7.16,-0.14,-1.92%,4.78M,7.985M,17.63B,7.58,
NVR,"NVR, Inc.","4,952.96",-24.38,-0.49%,"18,523","17,196",17.66B,17.22,
NISTF,Nippon Steel Corporation,18.97,0,0.00%,225,541,17.663B,11.26,
NPSCY,Nippon Steel Corporation,18.61,0,0.00%,212,"1,353",17.664B,1.1,
VTWRF,Vantage Towers AG,34.5,0.18,0.52%,325,276,17.674B,57.4,
WPM,Wheaton Precious Metals Corp.,39.29,-0.18,-0.46%,1.436M,1.769M,17.691B,27.89,
AVIFY,Advanced Info Service Public Company Limited,5.95,0,0.00%,103,"3,250",17.71B,21.65,
VTAGY,Vantage Towers AG,17.51,0,0.00%,76,204,17.712B,58.27,
J,Jacobs Engineering Group Inc.,136,1.19,0.88%,"555,800","524,736",17.723B,38.82,
MONRF,Moncler S.p.A.,65.89,0,0.00%,35,125,17.762B,38.09,
NMK-PC,Niagara Mohawk Power Corporation PFD 3.90%,105,0,0.00%,0,63,19.673B,100.19,
RGEN,Repligen Corporation,323.26,-0.95,-0.29%,"341,141","339,088",17.772B,179.69,
BBWI,"Bath & Body Works, Inc.",67.39,-0.03,-0.04%,1.675M,4.062M,17.816B,10.38,
PUMSY,PUMA SE,11.59,-0.17,-1.45%,"1,542","3,150",17.866B,49.87,
OCDGF,Ocado Group plc,23.67,0.01,0.04%,"1,840","4,288",17.881B,N/A,
WDC,Western Digital Corporation,57.94,0.45,0.78%,1.841M,3.966M,17.889B,21.78,
CLEGF,Coles Group Limited,12.3,0,0.00%,97,24,17.913B,22.4,
AKAM,"Akamai Technologies, Inc.",110.13,1.36,1.25%,"711,167",1.079M,17.932B,31.38,
ENTG,"Entegris, Inc.",132.46,-2.37,-1.76%,"632,320","648,436",17.961B,53.41,
CVPUF,CP ALL Public Company Limited,2,0,0.00%,"1,286","1,966",17.966B,52.63,
PMMAF,PUMA SE,120.17,0,0.00%,54,125,17.975B,51.71,
EBKDY,Erste Group Bank AG,21.64,-0.39,-1.77%,"16,709","25,630",17.548B,12.37,
AVY,Avery Dennison Corporation,216.94,-1.57,-0.72%,"274,613","421,374",17.981B,24.81,
ELP,Companhia Paranaense de Energia - COPEL,6.58,-0.07,-1.05%,1.01M,"683,961",18.006B,27.19,
GMVHF,Entain Plc,30.3,-0.25,-0.82%,"1,526","1,626",18.035B,94.39,
GMVHY,Entain Plc,30.25,-0.9,-2.89%,"16,966","46,892",18.035B,94.24,
DPZ,"Domino's Pizza, Inc.",489.84,-2.97,-0.60%,"357,243","467,076",18.053B,39.49,
BSY,"Bentley Systems, Incorporated",64.15,-1.05,-1.61%,1.407M,1.432M,18.069B,124.81,
SSNC,"SS&C Technologies Holdings, Inc.",70.82,0.49,0.70%,"716,713",1.047M,18.077B,26.24,
OCDDY,Ocado Group plc,48.18,-0.01,-0.02%,"17,059","20,144",18.089B,N/A,
AMCR,Amcor plc,11.79,-0.03,-0.25%,3.991M,5.875M,18.137B,19.58,
GCTAY,"Siemens Gamesa Renewable Energy, S.A.",5.29,-0.04,-0.75%,"12,606","58,480",18.137B,N/A,
SSUMY,Sumitomo Corporation,14.44,0.04,0.28%,"41,353","46,209",18.16B,N/A,
SSUMF,Sumitomo Corporation,14.23,0.24,1.74%,"9,078","2,215",18.16B,N/A,
TFX,Teleflex Incorporated,388.09,-1.21,-0.31%,"110,400","294,131",18.163B,52.4,
KEY-PJ,KeyCorp,27.24,-0.26,-0.95%,"24,798","17,522",18.179B,11.7,
SCBFY,Standard Chartered PLC,11.69,-0.21,-1.76%,"1,280","9,528",18.195B,303.64,
HLDCY,Henderson Land Development Company Limited,3.76,-0.13,-3.34%,"255,281","65,401",18.202B,10.19,
KEY-PI,KeyCorp,30.5,-0.02,-0.07%,"44,453","37,599",18.231B,13.1,
NCBDF,BANDAI NAMCO Holdings Inc.,81.45,0,0.00%,10,50,18.233B,34.97,
NCBDY,BANDAI NAMCO Holdings Inc.,41.15,0.48,1.18%,"844,614","9,385",18.233B,35.34,
JBHT,"J.B. Hunt Transport Services, Inc.",173.75,2.93,1.72%,"362,905","552,580",18.278B,31.03,
GCTAF,"Siemens Gamesa Renewable Energy, S.A.",26.88,0,0.00%,"1,888","2,798",18.28B,N/A,
PEAK,"Healthpeak Properties, Inc.",34.04,-0.46,-1.33%,3.076M,3.041M,18.346B,36.6,
NICE,NICE Ltd.,290.68,1.49,0.52%,"170,421","234,649",18.348B,95.3,
COUP,Coupa Software Incorporated,248.19,1.06,0.43%,"642,786",1.187M,18.381B,N/A,
ASX,"ASE Technology Holding Co., Ltd.",8.54,-0.05,-0.58%,3.075M,3.447M,18.404B,14.67,
MTB,M&T Bank Corporation,143.26,1.31,0.92%,"668,036","894,490",18.434B,11.01,
GBOOF,"Grupo Financiero Banorte, S.A.B. de C.V.",6.3,-0.02,-0.40%,145,"41,011",18.435B,11.43,
GBOOY,"Grupo Financiero Banorte, S.A.B. de C.V.",31.88,0.26,0.83%,"6,576","15,246",18.435B,11.57,
GIKLY,"Grifols, S.A.",13.41,0,0.00%,52,969,18.44B,23.57,
ROL,"Rollins, Inc.",37.49,-0.04,-0.11%,"656,244",1.186M,18.448B,55.29,
DRE,Duke Realty Corporation,48.85,-0.47,-0.95%,1.481M,1.616M,18.482B,36.98,
NVAX,"Novavax, Inc.",248.16,-9.14,-3.55%,3.007M,4.767M,18.484B,N/A,
HELFY,HelloFresh SE,26.65,-0.35,-1.31%,869,"1,368",18.498B,40.36,
BOIVF,Bolloré SE,6.29,0.08,1.29%,"51,680","68,179",18.502B,33.46,
CFLT,"Confluent, Inc.",71.16,-1.45,-2.00%,"929,532",1.225M,18.531B,N/A,
CLPXY,China Longyuan Power Group Corporation Limited,22.65,0.21,0.94%,"2,059","13,800",18.579B,19.87,
CLPXF,China Longyuan Power Group Corporation Limited,2.24,0,0.00%,"1,000","1,658",18.579B,19.65,
FXFLF,Fairfax Financial Holdings Limited,18.31,0,0.00%,200,75,18.58B,0.17,
PAGS,PagSeguro Digital Ltd.,56.76,-0.56,-0.98%,"408,352",1.499M,18.665B,84.09,
POOL,Pool Corporation,465.49,-0.88,-0.19%,"151,445","231,138",18.667B,35.47,
SKM,"SK Telecom Co.,Ltd",28.66,-0.26,-0.90%,"568,768","456,417",18.685B,10.49,
VICI,VICI Properties Inc.,29.73,-0.29,-0.97%,9.694M,6.194M,18.699B,12.87,
HAL,Halliburton Company,21,0.19,0.91%,6.122M,8.313M,18.7B,128.83,
TCOM,Trip.com Group Limited,29.07,-0.25,-0.85%,3.917M,5.759M,18.701B,31.88,
DGX,Quest Diagnostics Incorporated,153.09,-0.43,-0.28%,"658,604",1.104M,18.705B,9.16,
LYFT,"Lyft, Inc.",55.86,0.22,0.40%,3.322M,5.002M,18.728B,N/A,
VEOEF,Veolia Environnement S.A.,32.53,0,0.00%,510,436,18.73B,31.33,
CINF,Cincinnati Financial Corporation,116.62,0.51,0.44%,"252,363","459,280",18.797B,6.66,
ZHSHF,Zhongsheng Group Holdings Limited,7.84,0.24,3.16%,200,79,18.813B,17.19,
ZSHGY,Zhongsheng Group Holdings Limited,78.21,-0.94,-1.19%,"1,454",216,18.813B,17.15,
SNMRY,Snam S.p.A.,11.52,-0.23,-1.96%,"8,762","78,741",18.836B,11.66,
REPYY,"Repsol, S.A.",12.64,-0.06,-0.47%,"50,382","82,180",18.842B,44.98,
SYIEY,Symrise AG,33.99,-0.99,-2.83%,"36,044","29,803",18.882B,47.83,
KNRRY,Knorr-Bremse Aktiengesellschaft,28.69,-0.59,-2.02%,"5,186","87,471",18.924B,26.64,
KNBHF,Knorr-Bremse Aktiengesellschaft,115.5,0,0.00%,101,281,18.924B,26.81,
XNYIF,Xinyi Solar Holdings Limited,2.09,-0.13,-5.86%,"1,217","4,929",18.929B,22.47,
XISHY,Xinyi Solar Holdings Limited,42.27,-1.18,-2.72%,"6,001","4,509",18.929B,22.73,
REPYF,"Repsol, S.A.",12.72,0,0.00%,854,"1,149",18.962B,45.27,
WLMIY,Wilmar International Limited,29.92,0.1,0.34%,"2,502","3,496",19.002B,11.33,
DLTR,"Dollar Tree, Inc.",84.54,-1.06,-1.24%,3.74M,2.822M,19.014B,13.31,
UI,Ubiquiti Inc.,305.49,-0.06,-0.02%,"29,777","56,152",19.093B,31.24,
XNGSF,ENN Energy Holdings Limited,16.96,0,0.00%,98,"1,168",19.162B,16.88,
RJF,"Raymond James Financial, Inc.",93.13,1.53,1.67%,1.209M,"787,065",19.165B,16.58,
QSR,Restaurant Brands International Inc.,62.45,-0.45,-0.72%,"810,904",1.451M,19.263B,28.5,
VEOEY,Veolia Environnement S.A.,32.82,-0.57,-1.71%,"10,307","24,374",19.308B,31.62,
CVE,Cenovus Energy Inc.,9.57,-0.02,-0.21%,8.893M,8.589M,19.309B,273.43,
CFG,"Citizens Financial Group, Inc.",45.32,0.4,0.89%,4.2M,4.327M,19.31B,10.12,
QRVO,"Qorvo, Inc.",174.05,-0.07,-0.04%,"637,604","837,677",19.344B,21.76,
ANFGF,Antofagasta plc,19.65,0,0.00%,100,"1,160",19.372B,18.7,
HOLX,"Hologic, Inc.",76.48,-0.87,-1.12%,"647,020",1.748M,19.387B,9.8,
TW,Tradeweb Markets Inc.,83.47,-0.06,-0.07%,"245,665","328,333",19.43B,77.94,
TOSYY,Toshiba Corporation,22.02,0.3,1.38%,"17,239","13,719",19.475B,15.44,
TOSBF,Toshiba Corporation,43.75,0,0.00%,"1,088",960,19.475B,15.33,
DLO,DLocal Limited,66.51,0.03,0.05%,1.372M,1.283M,19.482B,12.4,
PPERY,PT Bank Mandiri (Persero) Tbk,8.29,-0.16,-1.89%,"31,144","137,949",19.497B,11.84,
PPERF,PT Bank Mandiri (Persero) Tbk,0.41,-0.005,-1.20%,"43,575","17,522",19.497B,11.71,
EXXRF,Exor N.V.,84.35,-0.3,-0.35%,239,"1,026",19.527B,7.63,
CJEWY,Chow Tai Fook Jewellery Group Limited,19.31,-0.51,-2.55%,508,"6,574",19.573B,25.08,
AGR,"Avangrid, Inc.",50.7,-0.19,-0.37%,"489,428","404,649",19.631B,23.64,
BR,"Broadridge Financial Solutions, Inc.",169.01,0.94,0.56%,"421,720","428,088",19.634B,36.35,
MSADY,"MS&AD Insurance Group Holdings, Inc.",17.62,0.07,0.40%,"7,227","33,115",19.677B,13.18,
MSADF,"MS&AD Insurance Group Holdings, Inc.",34.81,0,0.00%,"1,400",315,19.677B,13.02,
BEKE,KE Holdings Inc.,16.53,-0.79,-4.56%,7.095M,12.554M,19.686B,42.6,
TER,"Teradyne, Inc.",119.33,-0.41,-0.34%,1.137M,1.292M,19.686B,23.36,
STX,Seagate Technology Holdings plc,86.08,1.04,1.22%,1.248M,2.054M,19.452B,16.06,
TYL,"Tyler Technologies, Inc.",482.51,0.08,0.02%,"106,269","154,198",19.707B,129.57,
RF,Regions Financial Corporation,20.65,0.25,1.23%,8.714M,7.476M,19.711B,8.15,
WLMIF,Wilmar International Limited,3.13,0,0.00%,250,"5,123",19.741B,11.86,
CQP,"Cheniere Energy Partners, L.P.",40.81,0.59,1.47%,"72,048","135,834",19.753B,20.79,
UPMKF,UPM-Kymmene Oyj,37.01,0,0.00%,91,263,19.802B,23.02,
OMVKY,OMV Aktiengesellschaft,60.57,-0.21,-0.35%,"1,264","4,577",19.805B,6.27,
NSANF,"Nissan Motor Co., Ltd.",5.05,0,0.00%,25,"10,603",19.828B,N/A,
NSANY,"Nissan Motor Co., Ltd.",10.07,-0.1,-0.95%,"60,428","83,157",19.828B,N/A,
ATEYY,Advantest Corporation,100.65,-1.6,-1.56%,"13,032","16,196",19.834B,28.06,
UPMMY,UPM-Kymmene Oyj,37.2,-0.57,-1.50%,"17,209","12,557",19.841B,23.14,
ASMXF,ASM International NV,409,-12.1,-2.87%,1,19,19.918B,46.55,
ASMIY,ASM International NV,411,-16.9,-3.95%,673,734,19.918B,46.77,
PODD,Insulet Corporation,289.2,-1.4,-0.48%,"173,551","343,636",19.918B,N/A,
IMBBF,Imperial Brands PLC,20.96,0,0.00%,100,958,19.941B,5.2,
KEY-PK,KeyCorp,27.68,-0.12,-0.43%,"9,179","26,101",19.955B,11.88,
CHKGF,CK Asset Holdings Limited,5.5,0,0.00%,"5,000","4,826",20.04B,8.65,
FE,FirstEnergy Corp.,36.83,0.08,0.22%,1.759M,3.177M,20.043B,18.39,
ALBBY,Alibaba Health Information Technology Limited,29.75,0,0.00%,25,"5,452",20.063B,371.88,
BKR,Baker Hughes Company,24.22,0.18,0.75%,6.938M,7.682M,20.066B,N/A,
SMEGF,Siemens Energy AG,26.78,-1.1,-3.95%,758,"3,276",20.069B,N/A,
SMNEY,Siemens Energy AG,27.19,-0.98,-3.48%,"7,496","9,449",20.069B,N/A,
FITBI,Fifth Third Bancorp,28.81,0.01,0.03%,"58,779","38,239",20.154B,8.4,
TDY,Teledyne Technologies Incorporated,433.49,0.41,0.09%,"242,570","270,533",20.203B,45.42,
CLX,The Clorox Company,164.56,2.17,1.34%,1.164M,1.46M,20.21B,29.49,
KEY,KeyCorp,21.14,0.17,0.81%,5.767M,7.498M,20.218B,9.08,
ETR,Entergy Corporation,100.85,-1.76,-1.72%,2.409M,1.336M,20.266B,16.43,
IMBBY,Imperial Brands PLC,21.44,-0.15,-0.72%,"73,175","237,860",20.291B,5.32,
NVZMF,Novozymes A/S,74.33,1.25,1.70%,29,585,20.307B,43.45,
NVZMY,Novozymes A/S,73.17,-1.9,-2.53%,"7,399","7,274",20.307B,42.76,
RNG,"RingCentral, Inc.",222.13,-1.12,-0.50%,1.05M,1.072M,20.327B,N/A,
BURL,"Burlington Stores, Inc.",304.86,1.58,0.52%,"409,756","558,906",20.342B,46.77,
CHD,"Church & Dwight Co., Inc.",82.98,-0.29,-0.35%,1.11M,1.187M,20.375B,25.86,
PPCCY,PICC Property and Casualty Company Limited,22.52,-0.95,-4.05%,"4,192","4,447",20.426B,5.36,
CLNXF,"Cellnex Telecom, S.A.",69.6,0,0.00%,29,"1,070",20.532B,N/A,
AMC,"AMC Entertainment Holdings, Inc.",40.01,0.03,0.08%,32.556M,87.497M,20.538B,N/A,
HIG-PG,"The Hartford Financial Services Group, Inc.",27.67,-0.13,-0.46%,"14,400","16,914",20.555B,4.69,
SGIOF,"Shionogi & Co., Ltd.",67.9,-0.35,-0.51%,"2,818","2,176",20.566B,18.76,
SGIOY,"Shionogi & Co., Ltd.",16.74,-0.2,-1.18%,"656,832","95,331",20.566B,18.5,
ASBFY,Associated British Foods plc,25.98,-0.08,-0.31%,"15,412","27,796",20.568B,37.44,
ALBHF,Alibaba Health Information Technology Limited,1.525,0,0.00%,"66,000","42,409",20.569B,381.25,
ELCPF,"EDP - Energias de Portugal, S.A.",5.45,0,0.00%,"9,384",646,20.671B,N/A,
DRI,"Darden Restaurants, Inc.",158.7,-0.8,-0.50%,1.314M,1.624M,20.682B,25.39,
ENPH,"Enphase Energy, Inc.",153.66,-4.66,-2.94%,1.205M,1.9M,20.686B,120.9,
CZMWY,Carl Zeiss Meditec AG,223.67,-11.13,-4.74%,480,400,20.692B,72.06,
DKNG,DraftKings Inc.,51.33,-0.42,-0.81%,10.586M,11.492M,20.708B,N/A,
ULTA,"Ulta Beauty, Inc.",382.13,1.37,0.36%,"294,704","609,850",20.772B,29.49,
LYV,"Live Nation Entertainment, Inc.",92.74,1.15,1.26%,1.582M,2.027M,20.795B,N/A,
THLLY,Thales S.A.,19.49,0.05,0.26%,"7,597","7,277",20.835B,20.8,
SFOSF,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",5.46,0,0.00%,127,"8,807",20.858B,20.45,
CRWOF,China Railway Group Limited,0.65,0,0.00%,"8,100","1,834",20.898B,4.25,
NTAP,"NetApp, Inc.",93.64,0.86,0.93%,"788,349",1.446M,20.941B,24.98,
ALMMF,Aluminum Corporation of China Limited,0.769,-0.0426,-5.25%,"1,022","12,385",20.982B,24.03,
ACH,Aluminum Corporation of China Limited,18.86,-1.27,-6.31%,"282,784","163,642",20.982B,23.58,
KGSPY,Kingspan Group plc,115.85,0,0.00%,169,746,20.998B,38.49,
OMRNY,OMRON Corporation,102.65,-2.26,-2.15%,"4,243","11,512",21.004B,42.61,
DT,"Dynatrace, Inc.",73.97,0.19,0.26%,1.116M,1.289M,21.029B,284.5,
SCBFF,Standard Chartered PLC,6.08,0.06,1.03%,"17,186","4,822",18.721B,15.79,
FMCQF,Fresenius Medical Care AG & Co. KGaA,71.81,0,0.00%,33,"3,473",21.039B,17.95,
FMS,Fresenius Medical Care AG & Co. KGaA,35.92,0,0.00%,"216,790","323,250",21.048B,17.96,
UCBJF,UCB SA,111.69,0,0.00%,1,61,21.088B,19.61,
GWW,"W.W. Grainger, Inc.",405.35,1.96,0.49%,"139,046","240,666",21.108B,24.9,
ASBFF,Associated British Foods plc,26.7,0.57,2.18%,"1,693","1,512",21.138B,38.47,
TECH,Bio-Techne Corporation,538.88,1.98,0.37%,"157,609","339,692",21.145B,155.3,
EXPD,"Expeditors International of Washington, Inc.",124.69,-0.29,-0.23%,"411,151","954,907",21.184B,21.54,
UCBJY,UCB SA,56.1,-0.78,-1.37%,"15,684","20,836",21.185B,19.7,
CMCLF,"China Molybdenum Co., Ltd.",0.6501,-0.0399,-5.78%,"28,764","23,133",21.186B,24.08,
IMO,Imperial Oil Limited,30.07,0.36,1.21%,"239,707","454,298",21.187B,N/A,
ON,ON Semiconductor Corporation,49.29,-0.07,-0.14%,3.435M,5.442M,21.221B,40.8,
FTS,Fortis Inc.,45.09,-0.04,-0.09%,"206,153","327,533",21.246B,21.67,
AKZOY,Akzo Nobel N.V.,38.11,-0.42,-1.09%,"47,312","54,000",21.248B,21.4,
DWHHF,Deutsche Wohnen SE,61.8,0,0.00%,9,"3,826",21.264B,12.36,
AVVIY,Aviva plc,10.94,-0.11,-1.00%,"70,635","70,879",21.298B,9.16,
ESS,"Essex Property Trust, Inc.",327.52,-3.38,-1.02%,"193,494","290,746",21.482B,52.94,
HAITY,"Haitong Securities Co., Ltd.",9.3,0,0.00%,100,10,21.333B,5.71,
NEXXY,Nexi S.p.A.,20.18,-0.37,-1.80%,436,"3,298",21.399B,79.76,
GNZUF,"Guangzhou Automobile Group Co., Ltd.",0.9288,-0.0412,-4.24%,"1,602","27,539",21.452B,7.87,
TDOC,"Teladoc Health, Inc.",134.9,-3.9,-2.81%,2.663M,2.222M,21.483B,N/A,
AEE,Ameren Corporation,83.57,0.26,0.31%,"823,828",1.026M,21.49B,22.98,
MGM,MGM Resorts International,44.62,-0.03,-0.07%,8.562M,6.344M,21.501B,N/A,
MGLUY,Magazine Luiza S.A.,13,0,0.00%,500,"2,677",21.514B,147.73,
EDPFY,"EDP - Energias de Portugal, S.A.",54.38,-0.61,-1.11%,"116,397","39,633",21.565B,22.2,
CERN,Cerner Corporation,72.98,0.03,0.04%,1.395M,2.123M,21.572B,31.94,
DTCWY,Deutsche Wohnen SE,31.38,-0.08,-0.24%,994,"4,882",21.575B,12.56,
BTGOF,BT Group plc,2.15,0,0.00%,"28,067","41,528",21.589B,15.14,
MITEY,"Mitsubishi Estate Co., Ltd.",16.01,-0.09,-0.56%,"33,026","63,469",21.607B,16.82,
MITEF,"Mitsubishi Estate Co., Ltd.",16,0,0.00%,"3,300",639,21.607B,16.81,
ARLUF,Aristocrat Leisure Limited,33.75,0.16,0.48%,102,228,21.614B,70.32,
CTRYY,Country Garden Holdings Company Limited,22.18,0,0.00%,32,647,21.625B,3.55,
CTRYF,Country Garden Holdings Company Limited,0.963,-0.037,-3.70%,"480,000","17,015",21.649B,3.85,
STT-PD,State Street Corporation,28.29,0,0.00%,"38,545","50,340",21.66B,4.51,
COO,"The Cooper Companies, Inc.",439.38,0.04,0.01%,"305,079","252,001",21.663B,7.49,
HVRRF,Hannover Rück SE,175.5,0,0.00%,445,48,21.677B,15.67,
IR,Ingersoll Rand Inc.,53.51,-0.13,-0.24%,1.516M,2.667M,21.685B,70.13,
FOXA,Fox Corporation,39.26,0.84,2.19%,3.024M,2.412M,21.739B,10.88,
FOX,Fox Corporation,36.31,0.63,1.77%,"796,510",1.04M,21.739B,10.06,
K,Kellogg Company,63.78,0.63,1.00%,1.627M,2.055M,21.741B,16.84,
MAA,"Mid-America Apartment Communities, Inc.",189.28,-1.94,-1.01%,"394,863","531,968",21.752B,53.79,
HVRRY,Hannover Rück SE,90.26,-0.06,-0.07%,"2,700","4,868",21.77B,16.12,
VTR,"Ventas, Inc.",55.38,-1.1,-1.95%,2.968M,2.476M,21.791B,136.07,
SEGXF,SEGRO Plc,18.17,0,0.00%,82,"1,298",21.809B,6.27,
